epoch;acc;loss;val_acc;val_loss
0;0.2728030097648851;3.5541499244362096;0.5941708928134074;1.6706998276714136
1;0.43450519369235285;2.398095124580069;0.6484220548648923;1.3686640232084366
2;0.4731190616247931;2.1946032900183177;0.6860639641378913;1.2123036435090855
3;0.4893249846252139;2.1021498029912924;0.6940578282395307;1.1835459822518024
4;0.5016100131524873;2.0393998038296552;0.6961009250082024;1.136857242829235
5;0.5080831256021537;2.0048896273987413;0.7036848473604537;1.1366788104677328
6;0.5131214419386173;1.9817430720653175;0.7062701251727488;1.0958674154632464
7;0.5209169471186089;1.9528644856002282;0.7164657731569684;1.067786452689694
8;0.5228740883877239;1.930507238376377;0.7160955032011318;1.061378405996187
9;0.5261205625580877;1.910538956416238;0.721570209123406;1.0529672033309545
10;0.5279653004055057;1.9009614251979892;0.7185353178158578;1.054925778165454
11;0.5313969095701432;1.8910633379450765;0.7225289438690697;1.0284273753717723
12;0.5336185293540313;1.883549642850089;0.7236992614383357;1.024857300511943
13;0.5357409696975889;1.8670114542732497;0.7275275884307016;1.0240871862172427
14;0.5385378303484623;1.8583493016222217;0.7312038402273272;1.0020872803021157
15;0.5393312659836228;1.853497282198571;0.7309525856135232;0.9972987247542293
16;0.5395692966799052;1.8444016192882389;0.7347544647225681;0.9960641705519514
17;0.5446538967730162;1.8392863356855316;0.7233620512975848;1.009217126925746
18;0.5440059243174932;1.8297711229940088;0.735852050694626;0.9888637811586914
19;0.5448456437059513;1.8216611747753806;0.7240827553319902;1.0105611869574906
20;0.5469218003141431;1.820997346765502;0.7343643588760644;0.9905464868897514
21;0.5478342512887744;1.809876620295394;0.7351644064778678;0.9732745484351866
22;0.5509220383412888;1.8044608883175108;0.735772707123287;0.9716493754919068
23;0.5495070781126445;1.8006026282212022;0.7379149833685467;0.9688293952887855
24;0.5508162469222952;1.7946985535572744;0.7377430723091353;0.9623890530898266
25;0.5518080414611719;1.7914861791403023;0.7428607322064941;0.955864746776262
26;0.5528593437012137;1.7867932746085013;0.7365661427842614;0.9733124437773297
27;0.5536990630898689;1.7891131477086202;0.7398456767793663;0.9530455703091102
28;0.5545718422896687;1.7783580401793744;0.7397927810446469;0.9743603771889858
29;0.5553123822188794;1.7772931892952994;0.7359115583674157;0.9576779866494282
30;0.5563372365868322;1.7698663369850445;0.7371347716609574;0.9711376379483035
31;0.5570976124179421;1.7697967560705368;0.7355016166152689;0.9660902914628345
32;0.5578976600169867;1.765376944956875;0.742926851846912;0.9514268345405648
33;0.5591010374186789;1.7606908081961012;0.74465918632899;0.946984439533177
34;0.5577323609321003;1.768268000541923;0.7376372808901418;0.9741395788417987
35;0.5582547060698836;1.7655642651665693;0.7364339035061842;0.9634854716469773
36;0.5585522444432908;1.7605641615682335;0.7432905098567961;0.9408923814475819
37;0.558671259772121;1.7578357669976916;0.743627720004838;0.9385573771400302
38;0.5622086603622546;1.7551787470339224;0.7458691756983102;0.9362884253779158
39;0.5624400790806621;1.7485759716242464;0.7424309545597391;0.9422175660766355
40;0.5620301373249683;1.7537279556985579;0.7431913303983368;0.9425464035922546
41;0.5633591420367153;1.7428156634194794;0.7350321672055052;0.968275649380272
42;0.5647410424295836;1.7373172730912299;0.7436607798232734;0.9408095835301028
43;0.5619640176951912;1.7489047289799515;0.7469535377288061;0.9302660935688427
44;0.5637294119925519;1.7431985560300325;0.7487519918477551;0.9251772574732845
45;0.5650914765160345;1.7378111487889463;0.7458757876619974;0.9281907891116746
46;0.5655014182642404;1.734166611145089;0.747621346050168;0.9286628795550848
47;0.5650319688530974;1.739133439256443;0.7493470685941755;0.9302021275812585
48;0.5664601530059631;1.7289701566238944;0.7439054224832429;0.9315863051043938
49;0.5675114552180235;1.7352579383949538;0.7411085618365076;0.9461464533714194
50;0.5650319688385156;1.729562468087383;0.7388869420447375;0.9579690427669676
51;0.5648600578007799;1.734665797856625;0.7461667140535887;0.9319920190963792
52;0.567630470571091;1.7244557358549708;0.7383976567244044;0.9483972856411402
53;0.5668171990415193;1.7251913323688588;0.7476081221405284;0.9195305969683575
54;0.5680404123271788;1.7271690167399325;0.7430061954072161;0.9497463851377936
55;0.5686288770957245;1.727445396355907;0.7468080745383309;0.9243541165612222
56;0.5677825457364853;1.7256868274743404;0.7489437387946808;0.9166189152141335
57;0.5692900734535962;1.719448926255065;0.7489371268274468;0.9195206005126312
58;0.5710686916852278;1.717607000065949;0.7470328812859575;0.9270948701251626
59;0.5690652666805499;1.7181843041746243;0.7462658934978602;0.9265398439800859
60;0.5701562406999555;1.7092286198071136;0.742450790472082;0.9342329845141496
61;0.5736142977008185;1.704669834001448;0.7517868831765849;0.9109834810823294
62;0.5713728420108931;1.7125677701786743;0.7496313830110449;0.9175327214209065
63;0.571776171799747;1.7064068353789106;0.7468940300662631;0.9209160427268084
64;0.5716108727253043;1.7118977819717511;0.7471783445044141;0.9218861636972276
65;0.5727282945706887;1.7073225688294618;0.7484544534999645;0.9305268490221712
66;0.5727282945702946;1.7080352558332257;0.7502198477866844;0.9108074777903059
67;0.5729531013431438;1.703885379596377;0.7497371744371323;0.9072287738610514
68;0.5734159387976936;1.7007954414337862;0.7477535853345506;0.925573296126853
69;0.5724373681826442;1.7059155110946633;0.7443285881446352;0.9235255938834714
70;0.5735018943291728;1.6972664033454414;0.7425962536523105;0.935201257543923
71;0.5748110631285769;1.6978258517010743;0.7462592815341732;0.9202502251275154
72;0.5741829265889435;1.6982656769810798;0.7427681647255155;0.9331600819715076
73;0.5740242394462656;1.699675671555718;0.7560714356458228;0.8996236987547498
74;0.575062317766027;1.697294306964256;0.741558175374324;0.936418299206288
75;0.5737267010909871;1.7020486038458733;0.739462182863839;0.9483946161530061
76;0.5741763146256506;1.6970558118643948;0.7546366395363638;0.9057925977252019
77;0.5753466322014194;1.6933586562793026;0.753598561241431;0.9058573891536252
78;0.5746986597600839;1.6935918680692617;0.750616565607516;0.9136619791950602
79;0.5760078285772228;1.6962796023950388;0.7533406946572401;0.9023392974627665
80;0.5757367380483172;1.6871375292702164;0.7510860150257528;0.9107956386370901
81;0.5755648269881175;1.6920514964265068;0.7485139611692074;0.920265865364077
82;0.576576457454313;1.6926319152356193;0.7448509332904976;0.9266043541264185
83;0.5753466322085132;1.6878846280400968;0.7501669520700938;0.911903554514478
84;0.5767020847572739;1.6877158619313437;0.7525472590147887;0.9034039167537451
85;0.578837749014018;1.6787455021405362;0.7530034845056514;0.8948310678072106
86;0.5746391520869001;1.6949970476466918;0.7542333097479041;0.8990117149059625
87;0.5777666108963144;1.6853433413936894;0.7482428706509426;0.9133212861890486
88;0.5770062350799835;1.688245588604521;0.7484676774233977;0.9082300911504384
89;0.578441031203433;1.6850622738545304;0.7443880958186072;0.9238373161559531
90;0.5769202795518542;1.6848459447991093;0.7468411343350906;0.9140308626588401
91;0.5790096600911641;1.6811968235489652;0.7500942204939701;0.9091368601784394
92;0.5778922382174041;1.684194275529057;0.755542478554402;0.8989282327652633
93;0.5784873149421489;1.6832586020691758;0.7559854801249845;0.8957117210219343
94;0.5786129422522037;1.678871661083146;0.7576384710573991;0.8912130745096749
95;0.5772112059647272;1.6862403291458217;0.75389609961405;0.894028035215548
96;0.5785732704665342;1.678511143650551;0.7554300751859092;0.8937867088522994
97;0.5785534345821727;1.6833547035190448;0.7497173385571059;0.9278590910515483
98;0.5777071032195836;1.6820574696507078;0.7459220714003191;0.9193761762560887
99;0.5782889560350829;1.6787200146330687;0.7543919968799413;0.9006716805111125
