epoch;acc;loss
0;0.48306345501747555;2.4541783956564824
1;0.5953874941370055;1.7954451397534568
2;0.6115868051668425;1.707936255372747
3;0.621676661741921;1.656984384928621
4;0.6257430194244606;1.6329638793218282
5;0.6304771854169331;1.6054408745280748
6;0.6347352900278755;1.5868728960494656
7;0.6369436858993655;1.5700767302812484
8;0.6390727382176451;1.5508356143607556
9;0.6437870683190562;1.5366985878231951
10;0.646484749506938;1.5198883583421763
11;0.6467029442940303;1.515072044561924
12;0.6492353264007698;1.5019191188367895
13;0.6510668403314543;1.4885404888089036
14;0.6529380260552965;1.4780265189712551
15;0.6547959878545231;1.4716967260552776
16;0.6568126367790872;1.4614599428942323
17;0.6579631184748296;1.4503011838739734
18;0.6583466123509464;1.4436447246710555
19;0.6611897567399444;1.4321634344430334
20;0.6628162998215517;1.4196452593213984
21;0.6645155744887411;1.410970951940944
22;0.6656991159922782;1.4053916704802798
23;0.6678480041657556;1.3931064621871143
24;0.6675107940212607;1.3882190593408652
25;0.669553890815155;1.3810736631907445
26;0.6703737743190546;1.37665150372084
27;0.6724962146373896;1.3680392179769358
28;0.6722052882461923;1.3637465324123208
29;0.675035208718851;1.3504739342532182
30;0.6742351610906426;1.3488032171494668
31;0.6771113653126579;1.338739995464863
32;0.6784668178543247;1.3296797344724185
33;0.6794520004366081;1.3226256402222494
34;0.6808867965748366;1.318732018893748
35;0.6803776753598954;1.314644003962587
36;0.6826389669479759;1.3053029359579946
37;0.6846820637131006;1.2964606812350854
38;0.6847415713862844;1.295659638645464
39;0.6873532970568749;1.2826503124056152
40;0.6874458645484942;1.2829359713011113
41;0.6889137204830884;1.2728655032573195
42;0.6896145886374674;1.266699675983492
43;0.6908774737095847;1.2626011161807478
44;0.692629644090212;1.256190031062431
45;0.6931123174279409;1.2526373822753643
46;0.6943090828446644;1.242205449779497
47;0.6947256365534045;1.2403577561756536
48;0.697059659749531;1.2370938214382026
49;0.6962596121394514;1.22724702245477
50;0.6978266475301401;1.2233101407587819
51;0.6997176691371615;1.2164309228294437
52;0.6979853346763651;1.2173958458883016
53;0.69880521816253;1.212653633076856
54;0.7017409300254127;1.2017074174700513
55;0.7024814699694023;1.2021300343865098
56;0.7031426663341708;1.1948237715979184
57;0.704405551405894;1.1954192282666563
58;0.7039361019695284;1.186975194524744
59;0.706051930349399;1.179699970133808
60;0.7063560806793994;1.179797164501153
61;0.7056948843102958;1.1792160382568977
62;0.7081148630308076;1.171206543671976
63;0.7089215225966922;1.1637104266937945
64;0.707585905931899;1.165579862898884
65;0.7110042911585214;1.1549350156760474
66;0.7095232113107408;1.1599744571907284
67;0.7108984997426807;1.1527992602741417
68;0.7112952175572066;1.1480564498142165
69;0.712174608745325;1.145400602733938
70;0.7136424646803132;1.1402023021708894
71;0.7153086795148794;1.1315613898075068
72;0.7146408711860297;1.1338193057728527
73;0.715202888092339;1.133097334047783
74;0.719513888430513;1.1190176411636852
75;0.7163732056720488;1.122825524811012
76;0.7182113315806082;1.1177407366799683
77;0.7187733484944054;1.1125550540577613
78;0.7191899021995986;1.1121783005313268
79;0.7198378746551216;1.1074588032545056
80;0.7214776416495213;1.1027810401181137
81;0.7217950158919201;1.1021633818772707
82;0.720479235129223;1.101419162498333
83;0.7235868580586109;1.0945872862740957
84;0.7221322260584848;1.0976998836613734
85;0.7220396585593775;1.0963189992825464
86;0.7255638351904117;1.0855638169784203
87;0.7230116172067987;1.092518438839121
88;0.7236860375028824;1.0876074168477181
89;0.7239174562571534;1.084657200657739
90;0.7275011405720122;1.0737684290554166
91;0.7240695314002809;1.0796859640309344
92;0.7248431311737409;1.0823430997705612
93;0.7280962173003038;1.0684862325277587
94;0.7273755132651102;1.0707675369019436
95;0.7279176942842992;1.067769790549999
96;0.7290351161509653;1.0621472076180096
97;0.7275209764520386;1.0695803840630094
98;0.7284797111760266;1.0668871685557209
99;0.7314550948427075;1.0545168640163631
100;0.7293591023535042;1.0639717675143838
101;0.7293591023609921;1.0602412598829278
102;0.7303508969030216;1.058126555881047
103;0.7311906163019235;1.0530903250042667
104;0.7316203939451316;1.0545043389228173
105;0.7314021991292697;1.0504084377861183
106;0.732552680828559;1.0491796816204293
107;0.7324865611920821;1.0504760063123098
108;0.7330022943525817;1.044287387120246
109;0.7325328449268569;1.046917514967542
110;0.7330022943379999;1.0459095877180913
111;0.7324865611845942;1.0461440875951602
112;0.7355412884048794;1.039892775097895
113;0.7333395044966826;1.0382916231251904
